t,refs/tags/n2.2.16,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.6.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.15,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.6.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.6.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.14,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.16,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.16,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.17,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.13,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.3.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.15,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.15,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.3.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.3.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.14,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.3.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.15,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.3.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.13,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.3.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.14,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.14,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.13,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.11.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.16,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.15,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.13,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.6.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.11.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n2.0,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.11.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.15,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.14,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.14,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.13,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n1.0,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.11.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.13,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.6.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.11.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.12,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.11,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.6.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.10,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.6.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,not/a/tag/n0.6.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.9,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.5.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.7,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.7.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,not/a/tag/n0.7.0,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/n0.8,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/ffmpeg-0.6.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5.3,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.6.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.6,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,not/a/tag/v0.5.4,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5.2,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5.1,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
t,refs/tags/v0.5,"--extra-cflags='-g -pg' --extra-ldflags='-g -pg'"
b,refs/remotes/origin/release/0.5,"--extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --enable-postproc --enable-swscale --enable-avfilter --enable-avfilter-lavf --enable-pthreads --enable-x11grab --enable-gray --enable-bzlib --enable-libamr-nb --enable-libamr-wb --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfaad --enable-libfaadbin --enable-libgsm --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvorbis --enable-libx264 --enable-libxvid --enable-zlib --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.6,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-postproc --enable-avfilter --enable-avfilter-lavf --enable-pthreads --enable-x11grab --enable-gray --enable-bzlib --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfaad --enable-libfaadbin --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvo-aacenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxvid --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.7,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-x11grab --enable-gray --enable-bzlib --enable-libcelt --enable-frei0r --enable-libaacplus --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfreetype --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-avx --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
b,refs/remotes/origin/release/0.8,"--samples=fate-suite/ --extra-cflags='-g -pg -I$HOME/include' --extra-ldflags='-g -pg -L$HOME/lib -L$HOME/lib64 -lm' --enable-gpl --enable-version3 --enable-nonfree --disable-doc --enable-x11grab --enable-gray --enable-bzlib --enable-libcelt --enable-frei0r --enable-libaacplus --enable-libopencore-amrnb --enable-libopencore-amrwb --enable-libdc1394 --enable-libfaac --enable-libfreetype --enable-libmp3lame --enable-libnut --enable-libopenjpeg --enable-librtmp --enable-libschroedinger --enable-libspeex --enable-libtheora --enable-libvo-aacenc --enable-libvo-amrwbenc --enable-libvorbis --enable-libvpx --enable-libx264 --enable-libxavs --enable-libxvid --enable-zlib --disable-asm --disable-altivec --disable-amd3dnow --disable-amd3dnowext --disable-mmx --disable-mmx2 --disable-sse --disable-ssse3 --disable-avx --disable-armv5te --disable-armv6 --disable-armv6t2 --disable-armvfp --disable-iwmmxt --disable-mmi --disable-neon --disable-vis --disable-yasm"
